	rezi_B_left	rezi_B_right	rezi_B_delta	Rxx	electron_density
0	0.8340283569641367	0.9389671361502347	0.10493877918609806	69.0529	4608380774121293.0
1	0.7293946024799417	0.8340283569641367	0.10463375448419499	65.0661	4621814966355067.0
2	0.6246096189881324	0.7293946024799417	0.10478498349180931	58.8038	4615144616583112.0
3	0.5202913631633715	0.6246096189881324	0.10431825582476084	49.541	4635793118256756.0
4	0.4161464835622139	0.5202913631633715	0.10414487960115765	36.3264	4643510600934033.0
5	0.3123048094940662	0.4161464835622139	0.1038416740681477	19.7663	4657069108338964.0
